"","r","Price","Continent","Verb"
"629",0.029,6.12925060906095,"America","put"
"630",0.03,6.09396614044689,"America","put"
"631",0.031,6.0589583541514,"America","put"
"632",0.032,6.02442083314067,"America","put"
"633",0.033,5.98999586289662,"America","put"
"634",0.034,5.95568364828655,"America","put"
"635",0.035,5.92172936985258,"America","put"
"636",0.036,5.88853192891443,"America","put"
"637",0.037,5.8554398771554,"America","put"
"638",0.038,5.8224534182574,"America","put"
"639",0.039,5.78957275220432,"America","put"
"640",0.04,5.75725432880433,"America","put"
"641",0.041,5.72512406513375,"America","put"
"642",0.042,5.69309526366397,"America","put"
"643",0.043,5.66116812740692,"America","put"
"644",0.044,5.63015128999128,"America","put"
"645",0.045,5.59935409769547,"America","put"
"646",0.046,5.5686508976059,"America","put"
"647",0.047,5.53821770732767,"America","put"
"648",0.048,5.50803385143938,"America","put"
"649",0.049,5.47794182374726,"America","put"
"650",0.05,5.44794183617368,"America","put"
"651",0.051,5.41803409718051,"America","put"
"652",0.052,5.38821881176852,"America","put"
"653",0.053,5.35869543493389,"America","put"
"654",0.054,5.32955543550297,"America","put"
"655",0.055,5.30050415634928,"America","put"
"656",0.056,5.27154179668207,"America","put"
"657",0.057,5.24266855242013,"America","put"
"658",0.058,5.21388461619113,"America","put"
"659",0.059,5.18519017733137,"America","put"
"660",0.06,5.15665061135795,"America","put"
"661",0.061,5.12868661072412,"America","put"
"662",0.062,5.10080794498553,"America","put"
"663",0.063,5.07301479980511,"America","put"
"664",0.064,5.04530735770873,"America","put"
"665",0.065,5.01768579808532,"America","put"
"666",0.066,4.9904162681195,"America","put"
"667",0.067,4.96388505652022,"America","put"
"668",0.068,4.93743248534219,"America","put"
"669",0.069,4.91105873358068,"America","put"
"670",0.07,4.8847639774033,"America","put"
"671",0.071,4.85883914088464,"America","put"
"672",0.072,4.83335669419146,"America","put"
"673",0.073,4.80794861796392,"America","put"
"674",0.074,4.78261508888733,"America","put"
"675",0.075,4.75765394762189,"America","put"
"676",0.076,4.7331386941067,"America","put"
"677",0.077,4.70869352000254,"America","put"
"678",0.078,4.68436312276437,"America","put"
"679",0.079,4.66060701934926,"America","put"
"680",0.08,4.6369176792066,"America","put"
"681",0.081,4.61329528206623,"America","put"
"682",0.082,4.5897400050066,"America","put"
"683",0.083,4.56625202245491,"America","put"
"684",0.084,4.54283150618715,"America","put"
"685",0.085,4.51952275081684,"America","put"
"686",0.086,4.49655211048827,"America","put"
"687",0.087,4.47364661076834,"America","put"
"688",0.088,4.45080641590407,"America","put"
"689",0.089,4.42803168765044,"America","put"
"690",0.09,4.40532258527054,"America","put"
"691",0.091,4.38275514713965,"America","put"
"692",0.092,4.36035882682766,"America","put"
"693",0.093,4.33802692556332,"America","put"
"694",0.094,4.31575959273148,"America","put"
"695",0.095,4.29355697535824,"America","put"
"696",0.096,4.27141921811092,"America","put"
"697",0.097,4.24934646329885,"America","put"
"698",0.098,4.2273446413367,"America","put"
"699",0.099,4.20574846283208,"America","put"
"700",0.1,4.18421465500525,"America","put"
"701",0.101,4.1627433549374,"America","put"
"702",0.102,4.14133469749788,"America","put"
"703",0.103,4.1199888153445,"America","put"
"704",0.104,4.09870583892394,"America","put"
"705",0.105,4.07748589647235,"America","put"
"706",0.106,4.05632911401578,"America","put"
"707",0.107,4.03523561537122,"America","put"
"708",0.108,4.01446595289552,"America","put"
"709",0.109,3.9938997844081,"America","put"
"710",0.11,3.97339385605077,"America","put"
"711",0.111,3.95294828785477,"America","put"
"712",0.112,3.93256319778483,"America","put"
"713",0.113,3.91223870173979,"America","put"
"714",0.114,3.89197491355339,"America","put"
"715",0.115,3.87210267466418,"America","put"
"716",0.116,3.85243311676834,"America","put"
"717",0.117,3.83282078979007,"America","put"
"718",0.118,3.81326580491363,"America","put"
"719",0.119,3.79376827139476,"America","put"
"720",0.12,3.77452283506998,"America","put"
"721",0.121,3.75570695900131,"America","put"
"722",0.122,3.73694458735754,"America","put"
"723",0.123,3.7182358277195,"America","put"
"724",0.124,3.69965147244607,"America","put"
"725",0.125,3.68173251135435,"America","put"
"726",0.126,3.66386272702773,"America","put"
"727",0.127,3.64604222634076,"America","put"
"728",0.128,3.62881596458468,"America","put"
"729",0.129,3.61189693080355,"America","put"
"730",0.13,3.59502236753785,"America","put"
"731",0.131,3.57890600828833,"America","put"
"732",0.132,3.56295079352051,"America","put"
"733",0.133,3.54703558002663,"America","put"
"734",0.134,3.53116047710424,"America","put"
"735",0.135,3.51532559250697,"America","put"
"736",0.136,3.49953103244547,"America","put"
"737",0.137,3.48377690158836,"America","put"
"738",0.138,3.46806330306332,"America","put"
"739",0.139,3.45239033845809,"America","put"
"740",0.14,3.43675810782174,"America","put"
"741",0.141,3.42116670966608,"America","put"
"742",0.142,3.40561624096682,"America","put"
"743",0.143,3.39010679716526,"America","put"
"744",0.144,3.37463847216969,"America","put"
"745",0.145,3.35921135835716,"America","put"
"746",0.146,3.34382554657511,"America","put"
"747",0.147,3.32848112614313,"America","put"
"748",0.148,3.313178184855,"America","put"
"749",0.149,3.29791680898062,"America","put"
"750",0.15,3.28269708326794,"America","put"
"751",0.151,3.26751909094528,"America","put"
"752",0.152,3.2523829137234,"America","put"
"753",0.153,3.23728863179788,"America","put"
"754",0.154,3.22224435767946,"America","put"
"755",0.155,3.20735837754483,"America","put"
"756",0.156,3.19251315436744,"America","put"
"757",0.157,3.17770876602874,"America","put"
"758",0.158,3.16294528898213,"America","put"
"759",0.159,3.14822279825481,"America","put"
"760",0.16,3.1335413674501,"America","put"
"761",0.161,3.11890106874934,"America","put"
"762",0.162,3.10430197291429,"America","put"
"763",0.163,3.08974414928946,"America","put"
"764",0.164,3.07522766580422,"America","put"
"765",0.165,3.06075258897562,"America","put"
"766",0.166,3.04631898391065,"America","put"
"767",0.167,3.03192691430886,"America","put"
"768",0.168,3.01757644246516,"America","put"
"769",0.169,3.00326762927234,"America","put"
"770",0.17,2.98900053422412,"America","put"
"771",0.171,2.97477521541779,"America","put"
"772",0.172,2.96059172955724,"America","put"
"773",0.173,2.94645013195604,"America","put"
"774",0.174,2.93235047654039,"America","put"
"775",0.175,2.91829281585227,"America","put"
"776",0.176,2.90427720105283,"America","put"
"777",0.177,2.8903036819254,"America","put"
"778",0.178,2.87637230687899,"America","put"
"779",0.179,2.86248312295173,"America","put"
"780",0.18,2.8486361758142,"America","put"
"781",0.181,2.83483150977304,"America","put"
"782",0.182,2.82110829696515,"America","put"
"783",0.183,2.80752016903187,"America","put"
"784",0.184,2.79397296345582,"America","put"
"785",0.185,2.78046672403674,"America","put"
"786",0.186,2.76700149329434,"America","put"
"787",0.187,2.75357731247165,"America","put"
"788",0.188,2.7401942215381,"America","put"
"789",0.189,2.72685225919278,"America","put"
"790",0.19,2.71355146286783,"America","put"
"791",0.191,2.70029186873174,"America","put"
"792",0.192,2.68707351169289,"America","put"
"793",0.193,2.67389642540288,"America","put"
"794",0.194,2.66076064226022,"America","put"
"795",0.195,2.64766619341382,"America","put"
"796",0.196,2.6346131087667,"America","put"
"797",0.197,2.62160141697976,"America","put"
"798",0.198,2.60877166535534,"America","put"
"799",0.199,2.59599360847951,"America","put"
"800",0.2,2.58325537479842,"America","put"
