"","DeltaT","Price","Continent","Verb"
"1010",0.028,6.24944071761346,"Europe","put"
"1011",0.029,6.26021835455074,"Europe","put"
"1012",0.03,6.27265483175872,"Europe","put"
"1013",0.031,6.27910027124408,"Europe","put"
"1014",0.032,6.27958380376835,"Europe","put"
"1015",0.033,6.2741082464112,"Europe","put"
"1016",0.034,6.26265014842657,"Europe","put"
"1017",0.035,6.26671853064004,"Europe","put"
"1018",0.036,6.24537096410789,"Europe","put"
"1019",0.037,6.30236451852518,"Europe","put"
"1020",0.038,6.27014603933957,"Europe","put"
"1021",0.039,6.26172828503851,"Europe","put"
"1022",0.04,6.30632055006464,"Europe","put"
"1023",0.041,6.2592001462131,"Europe","put"
"1024",0.042,6.24232423512801,"Europe","put"
"1025",0.043,6.27463615202354,"Europe","put"
"1026",0.044,6.25324972525134,"Europe","put"
"1027",0.045,6.27810090503032,"Europe","put"
"1028",0.046,6.25223992176235,"Europe","put"
"1029",0.047,6.26962810590183,"Europe","put"
"1030",0.048,6.239282349831,"Europe","put"
"1031",0.049,6.24914583206053,"Europe","put"
"1032",0.05,6.30866007547853,"Europe","put"
"1033",0.051,6.2735220458133,"Europe","put"
"1034",0.052,6.27347152498845,"Europe","put"
"1035",0.053,6.23375601441576,"Europe","put"
"1036",0.054,6.28979417959277,"Europe","put"
"1037",0.055,6.27979030458722,"Europe","put"
"1038",0.056,6.2352341233438,"Europe","put"
"1039",0.057,6.28830520435732,"Europe","put"
"1040",0.058,6.26819346132018,"Europe","put"
"1041",0.059,6.21870475814838,"Europe","put"
"1042",0.06,6.26902769567334,"Europe","put"
"1043",0.061,6.23853390335803,"Europe","put"
"1044",0.062,6.28624969595502,"Europe","put"
"1045",0.063,6.23169915361111,"Europe","put"
"1046",0.064,6.27891031217194,"Europe","put"
"1047",0.065,6.23567586306485,"Europe","put"
"1048",0.066,6.28042590755533,"Europe","put"
"1049",0.067,6.22066830218233,"Europe","put"
"1050",0.068,6.26504196602214,"Europe","put"
"1051",0.069,6.20860326886204,"Europe","put"
"1052",0.07,6.25063215945823,"Europe","put"
"1053",0.071,6.29222364763358,"Europe","put"
"1054",0.072,6.22716423687516,"Europe","put"
"1055",0.073,6.26850709648051,"Europe","put"
"1056",0.074,6.30943854442549,"Europe","put"
"1057",0.075,6.2354693493598,"Europe","put"
"1058",0.076,6.27421053233949,"Europe","put"
"1059",0.077,6.20354987828783,"Europe","put"
"1060",0.078,6.2421493871615,"Europe","put"
"1061",0.079,6.28039028555488,"Europe","put"
"1062",0.08,6.3182792233308,"Europe","put"
"1063",0.081,6.2260073517912,"Europe","put"
"1064",0.082,6.26182128673974,"Europe","put"
"1065",0.083,6.29731627921899,"Europe","put"
"1066",0.084,6.22113552422617,"Europe","put"
"1067",0.085,6.25660172058579,"Europe","put"
"1068",0.086,6.29176523541391,"Europe","put"
"1069",0.087,6.17999320397999,"Europe","put"
"1070",0.088,6.21316376099356,"Europe","put"
"1071",0.089,6.24606004581567,"Europe","put"
"1072",0.09,6.27868657975215,"Europe","put"
"1073",0.091,6.19647793097205,"Europe","put"
"1074",0.092,6.22916672389452,"Europe","put"
"1075",0.093,6.26159846403612,"Europe","put"
"1076",0.094,6.29377720192528,"Europe","put"
"1077",0.095,6.3257068816908,"Europe","put"
"1078",0.096,6.18773366531231,"Europe","put"
"1079",0.097,6.2177835303072,"Europe","put"
"1080",0.098,6.24760767686774,"Europe","put"
"1081",0.099,6.2772094850723,"Europe","put"
"1082",0.1,6.30659225066472,"Europe","put"
"1083",0.101,6.21866348339653,"Europe","put"
"1084",0.102,6.24820237856963,"Europe","put"
"1085",0.103,6.27753151459921,"Europe","put"
"1086",0.104,6.306653876271,"Europe","put"
"1087",0.105,6.33557237749213,"Europe","put"
"1088",0.106,6.16752348532275,"Europe","put"
"1089",0.107,6.19464920993446,"Europe","put"
"1090",0.108,6.22159040895163,"Europe","put"
"1091",0.109,6.2483495904889,"Europe","put"
"1092",0.11,6.27492920580714,"Europe","put"
"1093",0.111,6.30133165111061,"Europe","put"
"1094",0.112,6.20714986594324,"Europe","put"
"1095",0.113,6.23378549509584,"Europe","put"
"1096",0.114,6.2602507183864,"Europe","put"
"1097",0.115,6.28654772700472,"Europe","put"
"1098",0.116,6.31267866507156,"Europe","put"
"1099",0.117,6.33864563104993,"Europe","put"
"1100",0.118,6.13402352786526,"Europe","put"
"1101",0.119,6.15827079883999,"Europe","put"
"1102",0.12,6.18237005151211,"Europe","put"
"1103",0.121,6.20632309717833,"Europe","put"
"1104",0.122,6.23013171013654,"Europe","put"
"1105",0.123,6.253797628741,"Europe","put"
"1106",0.124,6.2773225564189,"Europe","put"
"1107",0.125,6.30070816265057,"Europe","put"
"1108",0.126,6.20020089707405,"Europe","put"
"1109",0.127,6.22388891618603,"Europe","put"
"1110",0.128,6.24744233159586,"Europe","put"
"1111",0.129,6.2708626850324,"Europe","put"
"1112",0.13,6.29415148869293,"Europe","put"
"1113",0.131,6.31731022603355,"Europe","put"
"1114",0.132,6.34034035253237,"Europe","put"
"1115",0.133,6.36324329642701,"Europe","put"
"1116",0.134,6.11090675198354,"Europe","put"
"1117",0.135,6.13216367272591,"Europe","put"
"1118",0.136,6.15330629223133,"Europe","put"
"1119",0.137,6.17433584505575,"Europe","put"
"1120",0.138,6.19525354347573,"Europe","put"
"1121",0.139,6.21606057805023,"Europe","put"
"1122",0.14,6.23675811816416,"Europe","put"
"1123",0.141,6.25734731255498,"Europe","put"
"1124",0.142,6.27782928982207,"Europe","put"
"1125",0.143,6.17046825238339,"Europe","put"
"1126",0.144,6.19131070730725,"Europe","put"
"1127",0.145,6.21204913386822,"Europe","put"
"1128",0.146,6.2326845840581,"Europe","put"
"1129",0.147,6.25321809205832,"Europe","put"
"1130",0.148,6.27365067466149,"Europe","put"
"1131",0.149,6.29398333168048,"Europe","put"
"1132",0.15,6.31421704634466,"Europe","put"
"1133",0.151,6.33435278568507,"Europe","put"
"1134",0.152,6.35439150090738,"Europe","put"
"1135",0.153,6.37433412775432,"Europe","put"
"1136",0.154,6.06056832693225,"Europe","put"
"1137",0.155,6.07891964190416,"Europe","put"
"1138",0.156,6.09718524175197,"Europe","put"
"1139",0.157,6.11536593389641,"Europe","put"
"1140",0.158,6.13346251303826,"Europe","put"
"1141",0.159,6.15147576143888,"Europe","put"
"1142",0.16,6.16940644919238,"Europe","put"
"1143",0.161,6.18725533449053,"Europe","put"
"1144",0.162,6.20502316387988,"Europe","put"
"1145",0.163,6.22271067251217,"Europe","put"
"1146",0.164,6.24031858438755,"Europe","put"
"1147",0.165,6.25784761259148,"Europe","put"
"1148",0.166,6.27529845952465,"Europe","put"
"1149",0.167,6.1616732948099,"Europe","put"
"1150",0.168,6.17953642898037,"Europe","put"
"1151",0.169,6.19732335991473,"Europe","put"
"1152",0.17,6.21503474884063,"Europe","put"
"1153",0.171,6.23267124736863,"Europe","put"
"1154",0.172,6.2502334976882,"Europe","put"
"1155",0.173,6.26772213275805,"Europe","put"
"1156",0.174,6.28513777649214,"Europe","put"
"1157",0.175,6.30248104394055,"Europe","put"
"1158",0.176,6.31975254146578,"Europe","put"
"1159",0.177,6.33695286691447,"Europe","put"
"1160",0.178,6.35408260978504,"Europe","put"
"1161",0.179,6.37114235139087,"Europe","put"
"1162",0.18,6.38813266501933,"Europe","put"
"1163",0.181,6.40505411608717,"Europe","put"
"1164",0.182,6.00537629564955,"Europe","put"
"1165",0.183,6.02075678856249,"Europe","put"
"1166",0.184,6.03607657461595,"Europe","put"
"1167",0.185,6.05133613884447,"Europe","put"
"1168",0.186,6.06653595979561,"Europe","put"
"1169",0.187,6.08167650965121,"Europe","put"
"1170",0.188,6.09675825434611,"Europe","put"
"1171",0.189,6.11178165368378,"Europe","put"
"1172",0.19,6.12674716144921,"Europe","put"
"1173",0.191,6.14165522551946,"Europe","put"
"1174",0.192,6.15650628797099,"Europe","put"
"1175",0.193,6.17130078518517,"Europe","put"
"1176",0.194,6.18603914795087,"Europe","put"
"1177",0.195,6.20072180156495,"Europe","put"
"1178",0.196,6.2153491659301,"Europe","put"
"1179",0.197,6.22992165565093,"Europe","put"
"1180",0.198,6.24443968012745,"Europe","put"
"1181",0.199,6.25890364364657,"Europe","put"
"1182",0.2,6.27331394547175,"Europe","put"
"1183",0.201,6.15428414704055,"Europe","put"
"1184",0.202,6.16914940397751,"Europe","put"
"1185",0.203,6.18396211372873,"Europe","put"
"1186",0.204,6.19872265589261,"Europe","put"
"1187",0.205,6.21343140546542,"Europe","put"
"1188",0.206,6.22808873291948,"Europe","put"
"1189",0.207,6.2426950042796,"Europe","put"
"1190",0.208,6.25725058119799,"Europe","put"
"1191",0.209,6.27175582102728,"Europe","put"
"1192",0.21,6.28621107689225,"Europe","put"
"1193",0.211,6.30061669776002,"Europe","put"
"1194",0.212,6.31497302850839,"Europe","put"
"1195",0.213,6.32928040999334,"Europe","put"
"1196",0.214,6.34353917911443,"Europe","put"
"1197",0.215,6.35774966887946,"Europe","put"
"1198",0.216,6.3719122084672,"Europe","put"
"1199",0.217,6.38602712328946,"Europe","put"
"1200",0.218,6.40009473505117,"Europe","put"
"1201",0.219,6.41411536180979,"Europe","put"
"1202",0.22,6.42808931803322,"Europe","put"
"1203",0.221,6.44201691465657,"Europe","put"
"1204",0.222,6.45589845913799,"Europe","put"
"1205",0.223,5.92898372706495,"Europe","put"
"1206",0.224,5.94136617163116,"Europe","put"
"1207",0.225,5.95370879936288,"Europe","put"
"1208",0.226,5.96601187055025,"Europe","put"
"1209",0.227,5.97827564263252,"Europe","put"
"1210",0.228,5.9905003702417,"Europe","put"
"1211",0.229,6.00268630524565,"Europe","put"
"1212",0.23,6.01483369678984,"Europe","put"
"1213",0.231,6.02694279133886,"Europe","put"
"1214",0.232,6.03901383271669,"Europe","put"
"1215",0.233,6.05104706214636,"Europe","put"
"1216",0.234,6.06304271828884,"Europe","put"
"1217",0.235,6.07500103728128,"Europe","put"
"1218",0.236,6.08692225277415,"Europe","put"
"1219",0.237,6.09880659596827,"Europe","put"
"1220",0.238,6.1106542956506,"Europe","put"
"1221",0.239,6.1224655782296,"Europe","put"
"1222",0.24,6.13424066776994,"Europe","put"
"1223",0.241,6.14597978602642,"Europe","put"
"1224",0.242,6.15768315247747,"Europe","put"
"1225",0.243,6.16935098435781,"Europe","put"
"1226",0.244,6.18098349669073,"Europe","put"
"1227",0.245,6.1925809023194,"Europe","put"
"1228",0.246,6.20414341193825,"Europe","put"
"1229",0.247,6.21567123412299,"Europe","put"
"1230",0.248,6.22716457536075,"Europe","put"
"1231",0.249,6.23862364007932,"Europe","put"
"1232",0.25,6.2500486306759,"Europe","put"
"1233",0.251,6.12716535681169,"Europe","put"
"1234",0.252,6.13907787648637,"Europe","put"
"1235",0.253,6.15095687653807,"Europe","put"
"1236",0.254,6.16280255124714,"Europe","put"
"1237",0.255,6.1746150930016,"Europe","put"
"1238",0.256,6.18639469232283,"Europe","put"
"1239",0.257,6.19814153789109,"Europe","put"
"1240",0.258,6.20985581657037,"Europe","put"
"1241",0.259,6.221537713433,"Europe","put"
"1242",0.26,6.23318741178364,"Europe","put"
"1243",0.261,6.24480509318307,"Europe","put"
"1244",0.262,6.25639093747134,"Europe","put"
"1245",0.263,6.2679451227908,"Europe","put"
"1246",0.264,6.27946782560841,"Europe","put"
"1247",0.265,6.29095922073794,"Europe","put"
"1248",0.266,6.30241948136171,"Europe","put"
"1249",0.267,6.31384877905186,"Europe","put"
"1250",0.268,6.32524728379146,"Europe","put"
"1251",0.269,6.33661516399511,"Europe","put"
"1252",0.27,6.3479525865292,"Europe","put"
"1253",0.271,6.35925971673192,"Europe","put"
"1254",0.272,6.37053671843294,"Europe","put"
"1255",0.273,6.38178375397267,"Europe","put"
"1256",0.274,6.39300098422121,"Europe","put"
"1257",0.275,6.40418856859717,"Europe","put"
"1258",0.276,6.4153466650859,"Europe","put"
"1259",0.277,6.42647543025772,"Europe","put"
"1260",0.278,6.43757501928556,"Europe","put"
"1261",0.279,6.44864558596259,"Europe","put"
"1262",0.28,6.45968728271929,"Europe","put"
"1263",0.281,6.47070026064062,"Europe","put"
"1264",0.282,6.4816846694825,"Europe","put"
"1265",0.283,6.49264065768823,"Europe","put"
"1266",0.284,6.50356837240478,"Europe","put"
"1267",0.285,6.51446795949849,"Europe","put"
"1268",0.286,5.78409266252421,"Europe","put"
"1269",0.287,5.79351374179739,"Europe","put"
"1270",0.288,5.80291131991311,"Europe","put"
"1271",0.289,5.81228551698068,"Europe","put"
"1272",0.29,5.82163645207999,"Europe","put"
"1273",0.291,5.83096424327398,"Europe","put"
"1274",0.292,5.84026900762078,"Europe","put"
"1275",0.293,5.8495508611856,"Europe","put"
"1276",0.294,5.85880991905279,"Europe","put"
"1277",0.295,5.86804629533711,"Europe","put"
"1278",0.296,5.87726010319556,"Europe","put"
"1279",0.297,5.88645145483839,"Europe","put"
"1280",0.298,5.89562046154029,"Europe","put"
"1281",0.299,5.90476723365133,"Europe","put"
"1282",0.3,5.91389188060776,"Europe","put"
"1283",0.301,5.92299451094259,"Europe","put"
"1284",0.302,5.93207523229605,"Europe","put"
"1285",0.303,5.94113415142591,"Europe","put"
"1286",0.304,5.95017137421758,"Europe","put"
"1287",0.305,5.95918700569418,"Europe","put"
"1288",0.306,5.96818115002634,"Europe","put"
"1289",0.307,5.9771539105419,"Europe","put"
"1290",0.308,5.98610538973553,"Europe","put"
"1291",0.309,5.99503568927806,"Europe","put"
"1292",0.31,6.00394491002592,"Europe","put"
"1293",0.311,6.0128331520301,"Europe","put"
"1294",0.312,6.02170051454533,"Europe","put"
"1295",0.313,6.03054709603889,"Europe","put"
"1296",0.314,6.03937299419944,"Europe","put"
"1297",0.315,6.04817830594558,"Europe","put"
"1298",0.316,6.0569631274344,"Europe","put"
"1299",0.317,6.0657275540699,"Europe","put"
"1300",0.318,6.07447168051124,"Europe","put"
"1301",0.319,6.0831956006809,"Europe","put"
"1302",0.32,6.09189940777275,"Europe","put"
"1303",0.321,6.10058319425998,"Europe","put"
"1304",0.322,6.1092470519028,"Europe","put"
"1305",0.323,6.11789107175641,"Europe","put"
"1306",0.324,6.12651534417832,"Europe","put"
"1307",0.325,6.13511995883608,"Europe","put"
"1308",0.326,6.1437050047145,"Europe","put"
"1309",0.327,6.15227057012307,"Europe","put"
"1310",0.328,6.16081674270312,"Europe","put"
"1311",0.329,6.16934360943481,"Europe","put"
"1312",0.33,6.17785125664436,"Europe","put"
"1313",0.331,6.18633977001073,"Europe","put"
"1314",0.332,6.1948092345725,"Europe","put"
"1315",0.333,6.20325973473466,"Europe","put"
"1316",0.334,6.08196608276422,"Europe","put"
"1317",0.335,6.09092715893522,"Europe","put"
"1318",0.336,6.09986949215916,"Europe","put"
"1319",0.337,6.10879316421876,"Europe","put"
"1320",0.338,6.11769825629607,"Europe","put"
"1321",0.339,6.12658484897863,"Europe","put"
"1322",0.34,6.13545302226561,"Europe","put"
"1323",0.341,6.14430285557381,"Europe","put"
"1324",0.342,6.15313442774363,"Europe","put"
"1325",0.343,6.16194781704492,"Europe","put"
"1326",0.344,6.17074310118281,"Europe","put"
"1327",0.345,6.17952035730341,"Europe","put"
"1328",0.346,6.18827966199941,"Europe","put"
"1329",0.347,6.19702109131575,"Europe","put"
"1330",0.348,6.20574472075507,"Europe","put"
"1331",0.349,6.21445062528308,"Europe","put"
"1332",0.35,6.22313887933403,"Europe","put"
"1333",0.351,6.23180955681594,"Europe","put"
"1334",0.352,6.24046273111578,"Europe","put"
"1335",0.353,6.24909847510474,"Europe","put"
"1336",0.354,6.25771686114319,"Europe","put"
"1337",0.355,6.26631796108582,"Europe","put"
"1338",0.356,6.27490184628656,"Europe","put"
"1339",0.357,6.28346858760342,"Europe","put"
"1340",0.358,6.29201825540346,"Europe","put"
"1341",0.359,6.30055091956742,"Europe","put"
"1342",0.36,6.30906664949454,"Europe","put"
"1343",0.361,6.3175655141072,"Europe","put"
"1344",0.362,6.32604758185548,"Europe","put"
"1345",0.363,6.33451292072175,"Europe","put"
"1346",0.364,6.34296159822517,"Europe","put"
"1347",0.365,6.35139368142602,"Europe","put"
"1348",0.366,6.35980923693027,"Europe","put"
"1349",0.367,6.36820833089366,"Europe","put"
"1350",0.368,6.3765910290262,"Europe","put"
"1351",0.369,6.38495739659625,"Europe","put"
"1352",0.37,6.39330749843472,"Europe","put"
"1353",0.371,6.40164139893921,"Europe","put"
"1354",0.372,6.40995916207808,"Europe","put"
"1355",0.373,6.41826085139441,"Europe","put"
"1356",0.374,6.42654653001006,"Europe","put"
"1357",0.375,6.43481626062956,"Europe","put"
"1358",0.376,6.44307010554391,"Europe","put"
"1359",0.377,6.4513081266345,"Europe","put"
"1360",0.378,6.45953038537692,"Europe","put"
"1361",0.379,6.46773694284455,"Europe","put"
"1362",0.38,6.47592785971246,"Europe","put"
"1363",0.381,6.4841031962609,"Europe","put"
"1364",0.382,6.49226301237893,"Europe","put"
"1365",0.383,6.50040736756809,"Europe","put"
"1366",0.384,6.50853632094578,"Europe","put"
"1367",0.385,6.5166499312489,"Europe","put"
"1368",0.386,6.52474825683714,"Europe","put"
"1369",0.387,6.53283135569648,"Europe","put"
"1370",0.388,6.54089928544252,"Europe","put"
"1371",0.389,6.54895210332381,"Europe","put"
"1372",0.39,6.55698986622512,"Europe","put"
"1373",0.391,6.56501263067074,"Europe","put"
"1374",0.392,6.57302045282763,"Europe","put"
"1375",0.393,6.5810133885086,"Europe","put"
"1376",0.394,6.58899149317551,"Europe","put"
"1377",0.395,6.5969548219423,"Europe","put"
"1378",0.396,6.60490342957806,"Europe","put"
"1379",0.397,6.61283737051015,"Europe","put"
"1380",0.398,6.62075669882707,"Europe","put"
"1381",0.399,6.62866146828156,"Europe","put"
"1382",0.4,6.63655173229337,"Europe","put"
"1383",0.401,5.52141740900603,"Europe","put"
"1384",0.402,5.52783267706509,"Europe","put"
"1385",0.403,5.53423662929761,"Europe","put"
"1386",0.404,5.54062930707822,"Europe","put"
"1387",0.405,5.54701075152768,"Europe","put"
"1388",0.406,5.55338100351512,"Europe","put"
"1389",0.407,5.55974010366008,"Europe","put"
"1390",0.408,5.56608809233477,"Europe","put"
"1391",0.409,5.57242500966612,"Europe","put"
"1392",0.41,5.5787508955379,"Europe","put"
"1393",0.411,5.58506578959276,"Europe","put"
"1394",0.412,5.59136973123431,"Europe","put"
"1395",0.413,5.59766275962906,"Europe","put"
"1396",0.414,5.60394491370854,"Europe","put"
"1397",0.415,5.6102162321712,"Europe","put"
"1398",0.416,5.61647675348441,"Europe","put"
"1399",0.417,5.62272651588635,"Europe","put"
"1400",0.418,5.62896555738795,"Europe","put"
"1401",0.419,5.63519391577481,"Europe","put"
"1402",0.42,5.64141162860903,"Europe","put"
"1403",0.421,5.64761873323111,"Europe","put"
"1404",0.422,5.65381526676174,"Europe","put"
"1405",0.423,5.66000126610366,"Europe","put"
"1406",0.424,5.66617676794338,"Europe","put"
"1407",0.425,5.67234180875308,"Europe","put"
"1408",0.426,5.67849642479226,"Europe","put"
"1409",0.427,5.6846406521095,"Europe","put"
"1410",0.428,5.69077452654427,"Europe","put"
"1411",0.429,5.69689808372851,"Europe","put"
"1412",0.43,5.7030113590884,"Europe","put"
"1413",0.431,5.70911438784592,"Europe","put"
"1414",0.432,5.71520720502072,"Europe","put"
"1415",0.433,5.72128984543149,"Europe","put"
"1416",0.434,5.72736234369774,"Europe","put"
"1417",0.435,5.73342473424138,"Europe","put"
"1418",0.436,5.7394770512883,"Europe","put"
"1419",0.437,5.74551932886983,"Europe","put"
"1420",0.438,5.75155160082448,"Europe","put"
"1421",0.439,5.75757390079932,"Europe","put"
"1422",0.44,5.76358626225159,"Europe","put"
"1423",0.441,5.76958871845016,"Europe","put"
"1424",0.442,5.775581302477,"Europe","put"
"1425",0.443,5.78156404722874,"Europe","put"
"1426",0.444,5.78753698541802,"Europe","put"
"1427",0.445,5.79350014957501,"Europe","put"
"1428",0.446,5.79945357204881,"Europe","put"
"1429",0.447,5.80539728500887,"Europe","put"
"1430",0.448,5.81133132044641,"Europe","put"
"1431",0.449,5.81725571017574,"Europe","put"
"1432",0.45,5.82317048583573,"Europe","put"
"1433",0.451,5.8290756788911,"Europe","put"
"1434",0.452,5.83497132063377,"Europe","put"
"1435",0.453,5.84085744218422,"Europe","put"
"1436",0.454,5.84673407449282,"Europe","put"
"1437",0.455,5.85260124834108,"Europe","put"
"1438",0.456,5.85845899434298,"Europe","put"
"1439",0.457,5.86430734294625,"Europe","put"
"1440",0.458,5.87014632443367,"Europe","put"
"1441",0.459,5.87597596892421,"Europe","put"
"1442",0.46,5.88179630637441,"Europe","put"
"1443",0.461,5.88760736657957,"Europe","put"
"1444",0.462,5.89340917917489,"Europe","put"
"1445",0.463,5.8992017736368,"Europe","put"
"1446",0.464,5.90498517928406,"Europe","put"
"1447",0.465,5.91075942527899,"Europe","put"
"1448",0.466,5.91652454062864,"Europe","put"
"1449",0.467,5.92228055418592,"Europe","put"
"1450",0.468,5.92802749465079,"Europe","put"
"1451",0.469,5.93376539057137,"Europe","put"
"1452",0.47,5.93949427034511,"Europe","put"
"1453",0.471,5.94521416221985,"Europe","put"
"1454",0.472,5.95092509429495,"Europe","put"
"1455",0.473,5.95662709452241,"Europe","put"
"1456",0.474,5.96232019070792,"Europe","put"
"1457",0.475,5.96800441051198,"Europe","put"
"1458",0.476,5.97367978145089,"Europe","put"
"1459",0.477,5.97934633089789,"Europe","put"
"1460",0.478,5.98500408608416,"Europe","put"
"1461",0.479,5.99065307409983,"Europe","put"
"1462",0.48,5.99629332189512,"Europe","put"
"1463",0.481,6.00192485628116,"Europe","put"
"1464",0.482,6.00754770393123,"Europe","put"
"1465",0.483,6.01316189138154,"Europe","put"
"1466",0.484,6.0187674450324,"Europe","put"
"1467",0.485,6.02436439114905,"Europe","put"
"1468",0.486,6.02995275586273,"Europe","put"
"1469",0.487,6.0355325651716,"Europe","put"
"1470",0.488,6.04110384494169,"Europe","put"
"1471",0.489,6.04666662090789,"Europe","put"
"1472",0.49,6.05222091867481,"Europe","put"
"1473",0.491,6.05776676371775,"Europe","put"
"1474",0.492,6.06330418138362,"Europe","put"
"1475",0.493,6.06883319689181,"Europe","put"
"1476",0.494,6.07435383533518,"Europe","put"
"1477",0.495,6.07986612168084,"Europe","put"
"1478",0.496,6.08537008077112,"Europe","put"
"1479",0.497,6.09086573732441,"Europe","put"
"1480",0.498,6.096353115936,"Europe","put"
"1481",0.499,6.10183224107903,"Europe","put"
"1482",0.5,6.10730313710527,"Europe","put"
"1483",0.501,6.0075937380347,"Europe","put"
"1484",0.502,6.01358844294489,"Europe","put"
"1485",0.503,6.01957497515738,"Europe","put"
"1486",0.504,6.02555335847969,"Europe","put"
"1487",0.505,6.03152361660237,"Europe","put"
"1488",0.506,6.03748577309977,"Europe","put"
"1489",0.507,6.04343985143082,"Europe","put"
"1490",0.508,6.04938587493992,"Europe","put"
"1491",0.509,6.0553238668576,"Europe","put"
"1492",0.51,6.06125385030137,"Europe","put"
"1493",0.511,6.06717584827651,"Europe","put"
"1494",0.512,6.07308988367681,"Europe","put"
"1495",0.513,6.07899597928528,"Europe","put"
"1496",0.514,6.08489415777501,"Europe","put"
"1497",0.515,6.0907844417098,"Europe","put"
"1498",0.516,6.096666853545,"Europe","put"
"1499",0.517,6.10254141562817,"Europe","put"
"1500",0.518,6.10840815019984,"Europe","put"
"1501",0.519,6.11426707939424,"Europe","put"
"1502",0.52,6.12011822523997,"Europe","put"
"1503",0.521,6.12596160966076,"Europe","put"
"1504",0.522,6.13179725447614,"Europe","put"
"1505",0.523,6.13762518140213,"Europe","put"
"1506",0.524,6.14344541205198,"Europe","put"
"1507",0.525,6.14925796793677,"Europe","put"
"1508",0.526,6.15506287046616,"Europe","put"
"1509",0.527,6.16086014094906,"Europe","put"
"1510",0.528,6.16664980059421,"Europe","put"
"1511",0.529,6.17243187051097,"Europe","put"
"1512",0.53,6.17820637170986,"Europe","put"
"1513",0.531,6.18397332510331,"Europe","put"
"1514",0.532,6.1897327515062,"Europe","put"
"1515",0.533,6.19548467163657,"Europe","put"
"1516",0.534,6.20122910611625,"Europe","put"
"1517",0.535,6.20696607547145,"Europe","put"
"1518",0.536,6.21269560013345,"Europe","put"
"1519",0.537,6.21841770043911,"Europe","put"
"1520",0.538,6.2241323966316,"Europe","put"
"1521",0.539,6.22983970886091,"Europe","put"
"1522",0.54,6.23553965718453,"Europe","put"
"1523",0.541,6.24123226156799,"Europe","put"
"1524",0.542,6.24691754188548,"Europe","put"
"1525",0.543,6.25259551792043,"Europe","put"
"1526",0.544,6.25826620936611,"Europe","put"
"1527",0.545,6.26392963582615,"Europe","put"
"1528",0.546,6.26958581681523,"Europe","put"
"1529",0.547,6.27523477175948,"Europe","put"
"1530",0.548,6.28087651999719,"Europe","put"
"1531",0.549,6.28651108077934,"Europe","put"
"1532",0.55,6.29213847327006,"Europe","put"
"1533",0.551,6.2977587165473,"Europe","put"
"1534",0.552,6.30337182960332,"Europe","put"
"1535",0.553,6.30897783134521,"Europe","put"
"1536",0.554,6.31457674059547,"Europe","put"
"1537",0.555,6.32016857609252,"Europe","put"
"1538",0.556,6.32575335649126,"Europe","put"
"1539",0.557,6.3313311003635,"Europe","put"
"1540",0.558,6.33690182619861,"Europe","put"
"1541",0.559,6.34246555240395,"Europe","put"
"1542",0.56,6.34802229730538,"Europe","put"
"1543",0.561,6.35357207914782,"Europe","put"
"1544",0.562,6.35911491609568,"Europe","put"
"1545",0.563,6.36465082623345,"Europe","put"
"1546",0.564,6.3701798275661,"Europe","put"
"1547",0.565,6.37570193801967,"Europe","put"
"1548",0.566,6.38121717544164,"Europe","put"
"1549",0.567,6.38672555760151,"Europe","put"
"1550",0.568,6.39222710219124,"Europe","put"
"1551",0.569,6.39772182682574,"Europe","put"
"1552",0.57,6.40320974904333,"Europe","put"
"1553",0.571,6.40869088630619,"Europe","put"
"1554",0.572,6.41416525600088,"Europe","put"
"1555",0.573,6.41963287543873,"Europe","put"
"1556",0.574,6.42509376185637,"Europe","put"
"1557",0.575,6.43054793241612,"Europe","put"
"1558",0.576,6.43599540420647,"Europe","put"
"1559",0.577,6.44143619424255,"Europe","put"
"1560",0.578,6.44687031946652,"Europe","put"
"1561",0.579,6.45229779674803,"Europe","put"
"1562",0.58,6.45771864288469,"Europe","put"
"1563",0.581,6.46313287460247,"Europe","put"
"1564",0.582,6.46854050855611,"Europe","put"
"1565",0.583,6.47394156132961,"Europe","put"
"1566",0.584,6.47933604943659,"Europe","put"
"1567",0.585,6.48472398932072,"Europe","put"
"1568",0.586,6.49010539735619,"Europe","put"
"1569",0.587,6.49548028984806,"Europe","put"
"1570",0.588,6.50084868303271,"Europe","put"
"1571",0.589,6.50621059307819,"Europe","put"
"1572",0.59,6.51156603608471,"Europe","put"
"1573",0.591,6.51691502808499,"Europe","put"
"1574",0.592,6.52225758504464,"Europe","put"
"1575",0.593,6.52759372286259,"Europe","put"
"1576",0.594,6.53292345737148,"Europe","put"
"1577",0.595,6.53824680433803,"Europe","put"
"1578",0.596,6.54356377946343,"Europe","put"
"1579",0.597,6.54887439838374,"Europe","put"
"1580",0.598,6.55417867667025,"Europe","put"
"1581",0.599,6.55947662982987,"Europe","put"
"1582",0.6,6.56476827330549,"Europe","put"
"1583",0.601,6.57005362247637,"Europe","put"
"1584",0.602,6.57533269265851,"Europe","put"
"1585",0.603,6.58060549910497,"Europe","put"
"1586",0.604,6.58587205700631,"Europe","put"
"1587",0.605,6.59113238149089,"Europe","put"
"1588",0.606,6.59638648762525,"Europe","put"
"1589",0.607,6.60163439041447,"Europe","put"
"1590",0.608,6.60687610480251,"Europe","put"
"1591",0.609,6.61211164567257,"Europe","put"
